shipment_id,date,region,transport_mode,product_category,distance_km,shipment_volume_units,weight_kg,delivery_time_days,estimated_delivery_days,delay_days,transport_cost,on_time
S00532,2026-03-01,West,Road,Grocery,379.0,29.9,23.3,7.39,4.71,2.68,354.47,0
S00533,2026-06-01,South,Rail,Furniture,454.0,6.1,2.8,5.84,6.84,-1.01,216.07,1
S00534,2026-03-01,West,Rail,Electronics,243.6,7.7,9.9,6.37,5.98,0.39,208.78,0
S00535,2026-12-01,North,Road,Industrial,172.6,30.9,37.0,2.34,4.53,-2.18,234.98,1
S00536,2026-10-01,South,Road,Grocery,311.2,5.0,4.4,2.57,5.52,-2.95,171.71,1
S00537,2026-05-01,East,Air,Furniture,196.3,44.5,27.0,1.7,2.26,-0.56,384.67,1
S00538,2026-12-01,North,Air,Apparel,185.3,6.1,10.7,0.7,2.86,-2.16,192.24,1
S00539,2026-04-01,North,Air,Electronics,127.6,34.7,42.3,1.67,2.35,-0.68,287.06,1
S00540,2026-02-01,Central,Road,Grocery,52.5,11.3,15.2,1.87,3.3,-1.43,186.37,1
S00541,2026-12-01,Central,Air,Grocery,271.9,39.7,45.4,0.7,2.41,-1.71,370.92,1
S00542,2026-12-01,East,Road,Apparel,754.1,161.6,247.2,7.46,5.65,1.82,1122.93,0
S00543,2026-04-01,Central,Road,Apparel,641.6,5.0,8.3,3.81,5.63,-1.82,160.36,1
S00544,2026-08-01,Central,Road,Apparel,986.8,31.6,29.5,3.39,5.43,-2.04,434.39,1
S00545,2026-03-01,North,Road,Grocery,179.2,6.2,8.5,4.52,3.6,0.92,127.41,0
S00546,2026-08-01,East,Road,Apparel,573.4,26.5,19.1,3.88,5.33,-1.45,323.12,1
S00547,2026-09-01,South,Road,Industrial,346.8,17.6,23.0,6.13,6.27,-0.14,236.96,1
S00548,2026-09-01,North,Air,Electronics,223.4,21.9,21.0,1.0,3.15,-2.14,262.76,1
S00549,2026-07-01,West,Road,Apparel,701.6,11.1,4.5,4.77,5.33,-0.56,248.06,1
S00550,2026-09-01,East,Road,Apparel,349.2,33.4,58.0,4.6,5.55,-0.94,353.99,1
S00551,2026-07-01,East,Road,Grocery,86.9,7.8,12.7,4.18,4.82,-0.63,123.43,1
S00552,2026-10-01,North,Road,Grocery,637.3,45.0,36.3,5.63,4.78,0.85,363.61,0
S00553,2026-03-01,South,Road,Furniture,480.6,15.4,27.7,5.02,4.57,0.45,266.44,0
S00554,2026-06-01,Central,Road,Industrial,410.2,8.1,6.8,4.5,4.5,-0.0,156.95,1
S00555,2026-05-01,North,Road,Apparel,152.4,56.6,59.0,4.26,4.58,-0.33,350.24,1
S00556,2026-07-01,South,Air,Furniture,442.2,19.2,30.6,3.68,4.92,-1.24,286.95,1
S00557,2026-02-01,South,Sea,Electronics,905.5,69.4,57.4,7.74,8.18,-0.44,508.61,1
S00558,2026-04-01,East,Road,Apparel,472.0,44.4,45.8,2.7,6.09,-3.38,385.86,1
S00559,2026-12-01,East,Rail,Grocery,112.4,12.0,15.9,5.06,3.9,1.16,73.64,0
S00560,2026-02-01,East,Air,Electronics,495.3,19.0,11.1,3.03,3.49,-0.46,310.89,1
S00561,2026-08-01,North,Sea,Grocery,475.2,21.7,21.5,5.3,6.31,-1.01,263.35,1
S00562,2026-08-01,South,Rail,Furniture,603.1,54.2,45.1,7.87,7.55,0.32,399.11,0
S00563,2026-06-01,Central,Air,Furniture,466.7,26.7,36.0,0.7,3.75,-3.05,362.51,1
S00564,2026-01-01,West,Sea,Grocery,185.8,22.5,13.3,7.67,6.79,0.88,232.89,0
S00565,2026-01-01,West,Air,Grocery,395.6,17.6,12.8,2.97,3.02,-0.05,315.01,1
S00566,2026-04-01,West,Road,Apparel,314.9,19.4,27.1,4.77,5.51,-0.73,270.26,1
S00567,2026-02-01,West,Road,Electronics,427.3,46.9,29.0,4.19,5.64,-1.45,282.69,1
S00568,2026-02-01,North,Road,Electronics,717.5,20.1,19.9,2.81,4.76,-1.95,365.38,1
S00569,2026-02-01,South,Road,Furniture,234.6,15.5,21.7,4.28,4.12,0.16,220.7,0
S00570,2026-03-01,East,Road,Industrial,1077.8,13.9,20.5,6.61,7.41,-0.8,428.14,1
S00571,2026-11-01,South,Road,Electronics,493.3,14.0,7.5,6.02,5.78,0.24,200.07,0
S00572,2026-08-01,Central,Rail,Grocery,639.5,8.1,12.9,5.03,5.33,-0.3,125.63,1
S00573,2026-01-01,East,Rail,Furniture,586.8,12.3,17.4,2.89,6.23,-3.34,204.31,1
S00574,2026-08-01,West,Air,Industrial,480.6,53.2,46.5,1.31,4.12,-2.81,490.37,1
S00575,2026-02-01,Central,Road,Grocery,538.4,17.6,25.8,6.76,4.85,1.91,288.18,0
S00576,2026-06-01,East,Road,Grocery,30.0,31.7,45.1,1.92,3.21,-1.29,289.7,1
S00577,2026-01-01,Central,Air,Furniture,586.1,5.0,6.2,4.51,4.37,0.14,283.99,0
S00578,2026-02-01,East,Air,Industrial,197.1,29.1,34.3,0.98,3.35,-2.37,281.98,1
S00579,2026-02-01,Central,Sea,Electronics,363.4,18.1,25.8,5.08,5.84,-0.76,218.5,1
S00580,2026-06-01,South,Air,Industrial,478.5,14.7,26.4,4.31,4.08,0.23,301.96,0
S00581,2026-06-01,East,Air,Electronics,737.4,22.6,27.3,2.62,4.53,-1.9,419.17,1
S00582,2026-05-01,East,Road,Industrial,197.2,14.6,22.3,5.74,3.88,1.86,224.0,0
S00583,2026-08-01,North,Road,Electronics,276.8,5.1,7.3,3.76,4.53,-0.77,192.1,1
S00584,2026-09-01,South,Road,Electronics,303.7,36.6,58.5,5.22,4.68,0.54,371.06,0
S00585,2026-09-01,Central,Rail,Electronics,430.7,23.5,40.8,4.36,5.36,-1.0,248.67,1
S00586,2026-07-01,West,Sea,Apparel,316.9,16.4,11.0,6.8,6.1,0.71,102.71,0
S00587,2026-07-01,North,Road,Apparel,540.0,10.7,6.8,6.37,4.54,1.83,215.32,0
S00588,2026-06-01,South,Rail,Electronics,90.1,7.7,9.4,4.69,6.37,-1.69,95.36,1
S00589,2026-03-01,South,Road,Apparel,344.2,23.2,23.9,6.92,5.49,1.43,249.9,0
S00590,2026-06-01,North,Road,Apparel,959.7,57.3,68.7,4.8,6.37,-1.57,528.77,1
S00591,2026-01-01,Central,Road,Furniture,317.5,22.9,34.8,4.54,3.28,1.26,255.65,0
S00592,2026-12-01,East,Road,Industrial,494.5,8.2,13.9,5.18,4.98,0.21,169.87,0
S00593,2026-05-01,South,Sea,Furniture,668.4,23.3,22.9,5.92,8.19,-2.27,201.11,1
S00594,2026-10-01,East,Road,Electronics,484.2,19.4,27.3,4.81,5.34,-0.53,307.7,1
S00595,2026-12-01,North,Air,Apparel,1135.9,35.2,23.8,4.46,4.08,0.39,580.43,0
S00596,2026-06-01,South,Rail,Industrial,401.8,29.8,34.2,4.65,6.52,-1.87,274.6,1
S00597,2026-11-01,West,Road,Electronics,557.1,5.0,2.2,5.5,5.93,-0.44,227.8,1
S00598,2026-06-01,West,Road,Apparel,442.4,28.6,31.6,4.91,6.07,-1.16,334.2,1
S00599,2026-02-01,Central,Air,Industrial,844.5,10.5,12.2,3.36,3.82,-0.46,427.64,1
S00600,2026-01-01,West,Road,Industrial,286.3,8.0,11.4,4.21,3.87,0.34,176.56,0
S00601,2026-02-01,East,Sea,Apparel,1191.1,17.8,23.3,8.0,8.31,-0.31,289.23,1
S00602,2026-12-01,West,Road,Furniture,238.8,26.2,23.7,3.7,4.31,-0.61,296.85,1
S00603,2026-06-01,Central,Rail,Apparel,1015.3,6.9,2.8,6.5,7.39,-0.89,231.41,1
S00604,2026-04-01,West,Air,Furniture,180.1,31.8,17.8,1.6,1.74,-0.15,220.31,1
S00605,2026-06-01,Central,Road,Electronics,568.4,33.0,58.1,7.6,4.75,2.85,345.87,0
S00606,2026-04-01,West,Road,Electronics,379.0,20.7,35.0,2.79,5.97,-3.17,282.05,1
S00607,2026-11-01,Central,Sea,Grocery,659.9,11.4,9.8,5.4,6.84,-1.43,160.26,1
S00608,2026-12-01,North,Road,Apparel,502.3,10.6,8.1,3.66,5.44,-1.78,271.01,1
S00609,2026-02-01,West,Road,Furniture,637.9,39.1,39.6,7.82,5.15,2.67,388.36,0
S00610,2026-09-01,East,Road,Apparel,175.3,7.5,10.3,2.04,3.59,-1.55,146.08,1
S00611,2026-05-01,East,Road,Industrial,104.9,40.1,36.1,4.02,4.91,-0.89,335.87,1
S00612,2026-01-01,West,Air,Furniture,153.8,18.0,8.9,2.64,3.08,-0.44,201.29,1
S00613,2026-12-01,Central,Air,Grocery,150.7,18.9,18.2,1.94,2.27,-0.33,223.57,1
S00614,2026-01-01,Central,Road,Furniture,173.6,6.6,5.1,4.73,3.32,1.4,166.3,0
S00615,2026-03-01,South,Air,Apparel,250.6,18.3,15.6,4.42,3.65,0.77,193.53,0
S00616,2026-01-01,West,Road,Grocery,249.0,29.9,18.8,3.63,4.32,-0.69,253.61,1
S00617,2026-06-01,West,Road,Electronics,385.0,8.4,11.1,4.81,5.86,-1.05,214.59,1
S00618,2026-08-01,South,Rail,Industrial,207.9,27.8,31.6,2.85,7.24,-4.39,244.17,1
S00619,2026-04-01,North,Sea,Industrial,220.4,21.3,16.6,5.24,6.05,-0.82,247.41,1
S00620,2026-01-01,North,Road,Industrial,330.7,13.2,15.5,2.83,4.2,-1.38,145.5,1
S00621,2026-02-01,West,Road,Industrial,716.3,35.0,38.1,5.26,4.92,0.33,325.92,0
S00622,2026-12-01,East,Road,Industrial,282.9,5.0,7.6,1.88,3.84,-1.96,176.04,1
S00623,2026-10-01,Central,Air,Apparel,368.2,25.2,43.7,2.63,3.6,-0.97,365.64,1
S00624,2026-12-01,East,Road,Industrial,409.0,57.5,33.5,2.22,4.52,-2.31,420.98,1
S00625,2026-07-01,Central,Road,Grocery,189.4,51.2,83.9,3.41,3.74,-0.33,411.45,1
S00626,2026-07-01,South,Air,Apparel,302.5,25.9,35.9,1.51,4.07,-2.56,337.45,1
S00627,2026-10-01,West,Road,Grocery,233.4,16.5,22.6,3.09,5.59,-2.5,174.77,1
S00628,2026-08-01,North,Road,Apparel,674.9,13.3,12.3,6.22,5.37,0.84,235.73,0
S00629,2026-06-01,East,Road,Apparel,640.9,16.5,14.5,5.72,5.48,0.24,277.14,0
S00630,2026-04-01,West,Road,Apparel,216.4,28.6,11.7,5.54,4.84,0.7,278.06,0
S00631,2026-06-01,Central,Road,Electronics,363.5,11.9,21.1,5.66,4.1,1.56,163.93,0
S00632,2026-01-01,Central,Air,Grocery,557.4,32.9,41.0,1.68,3.06,-1.38,422.33,1
S00633,2026-03-01,North,Rail,Industrial,467.6,80.4,77.4,6.87,5.9,0.97,533.33,0
S00634,2026-09-01,South,Rail,Grocery,500.2,19.3,22.4,4.16,6.78,-2.62,244.08,1
S00635,2026-11-01,North,Sea,Grocery,190.3,8.4,3.8,5.96,6.79,-0.83,125.7,1
S00636,2026-02-01,North,Road,Apparel,993.0,8.4,5.4,5.04,6.58,-1.54,271.39,1
S00637,2026-02-01,West,Road,Grocery,247.1,33.3,42.3,3.02,5.46,-2.44,339.67,1
S00638,2026-02-01,West,Sea,Electronics,242.1,19.3,21.6,6.54,5.94,0.6,173.9,0
S00639,2026-10-01,West,Road,Industrial,139.2,35.5,53.3,5.07,4.85,0.22,284.66,0
S00640,2026-04-01,Central,Rail,Electronics,340.6,14.2,18.8,5.59,4.78,0.81,130.28,0
S00641,2026-04-01,West,Air,Furniture,763.0,34.5,42.8,4.29,4.92,-0.63,479.44,1
S00642,2026-01-01,West,Road,Furniture,464.6,18.1,27.9,4.96,5.83,-0.88,274.19,1
S00643,2026-12-01,North,Road,Grocery,358.8,12.5,6.2,4.56,4.62,-0.07,206.59,1
S00644,2026-06-01,South,Road,Industrial,612.2,15.5,21.2,5.88,7.4,-1.52,286.7,1
S00645,2026-10-01,West,Road,Apparel,751.5,9.2,12.9,6.26,7.0,-0.74,275.76,1
S00646,2026-09-01,Central,Road,Industrial,640.0,73.2,57.5,4.73,5.77,-1.03,630.74,1
S00647,2026-02-01,North,Road,Furniture,79.9,18.9,12.7,4.18,4.2,-0.03,152.64,1
S00648,2026-10-01,East,Air,Furniture,615.5,30.5,21.4,1.28,4.89,-3.62,366.17,1
S00649,2026-07-01,West,Sea,Furniture,512.9,14.2,9.6,6.36,6.51,-0.15,145.73,1
S00650,2026-08-01,North,Air,Industrial,212.9,10.1,11.5,0.7,3.28,-2.58,168.59,1
S00651,2026-03-01,South,Road,Industrial,514.3,17.3,10.2,5.57,5.43,0.14,213.73,0
S00652,2026-11-01,Central,Road,Apparel,764.0,41.1,54.4,6.87,5.24,1.63,436.47,0
S00653,2026-12-01,West,Road,Furniture,254.9,14.3,7.8,3.62,5.19,-1.57,230.04,1
S00654,2026-05-01,South,Road,Furniture,668.4,11.4,5.0,5.82,6.97,-1.16,299.27,1
S00655,2026-02-01,Central,Sea,Apparel,471.2,22.2,18.8,6.55,5.73,0.82,239.93,0
S00656,2026-11-01,South,Road,Industrial,30.0,27.8,18.6,1.3,4.33,-3.03,289.29,1
S00657,2026-11-01,Central,Road,Apparel,376.7,58.4,104.2,3.09,4.5,-1.4,466.46,1
S00658,2026-07-01,South,Air,Grocery,459.2,25.3,20.8,3.93,4.08,-0.15,291.02,1
S00659,2026-07-01,East,Road,Electronics,310.9,30.5,21.7,0.7,5.19,-4.49,316.46,1
S00660,2026-03-01,South,Road,Apparel,482.6,32.1,21.7,3.92,7.56,-3.64,253.01,1
S00661,2026-01-01,South,Road,Industrial,350.1,9.5,8.8,6.15,5.68,0.47,155.88,0
S00662,2026-12-01,Central,Rail,Apparel,1336.6,10.7,13.4,8.47,7.55,0.92,295.74,0
S00663,2026-06-01,South,Air,Apparel,295.9,9.9,14.8,3.49,3.07,0.42,218.1,0
S00664,2026-04-01,North,Road,Apparel,217.5,8.4,7.7,4.61,4.04,0.57,146.26,0
S00665,2026-09-01,South,Sea,Grocery,647.6,33.7,43.0,7.47,7.43,0.04,264.95,0
S00666,2026-01-01,West,Air,Furniture,322.6,24.3,26.1,3.49,3.73,-0.24,302.83,1
S00667,2026-01-01,West,Air,Industrial,362.9,21.2,33.5,2.51,3.83,-1.32,343.03,1
S00668,2026-03-01,Central,Road,Electronics,342.3,5.0,6.0,3.8,4.12,-0.32,159.3,1
S00669,2026-06-01,South,Road,Grocery,625.5,76.4,61.6,4.75,7.23,-2.48,543.54,1
S00670,2026-05-01,South,Air,Grocery,172.6,11.2,15.6,4.26,3.01,1.25,144.47,0
S00671,2026-03-01,North,Road,Grocery,667.5,76.2,118.0,6.66,5.39,1.26,593.33,0
S00672,2026-05-01,East,Rail,Apparel,539.8,7.8,8.2,7.22,6.52,0.71,185.38,0
S00673,2026-05-01,Central,Air,Apparel,1079.8,11.8,21.1,3.59,5.25,-1.66,501.03,1
S00674,2026-07-01,West,Road,Grocery,436.3,5.0,8.2,3.52,6.05,-2.53,149.13,1
S00675,2026-07-01,East,Air,Grocery,182.6,25.4,17.2,3.7,3.02,0.68,179.04,0
S00676,2026-11-01,South,Sea,Grocery,439.4,9.8,14.7,7.3,7.85,-0.55,175.53,1
S00677,2026-10-01,Central,Rail,Grocery,475.3,10.0,12.4,5.23,5.19,0.04,145.94,0
S00678,2026-04-01,East,Road,Furniture,804.6,8.2,9.5,4.64,6.59,-1.95,283.07,1
S00679,2026-11-01,North,Air,Furniture,182.2,33.3,37.3,2.34,2.96,-0.62,280.34,1
S00680,2026-07-01,South,Road,Apparel,112.5,31.9,50.9,2.76,5.57,-2.81,237.35,1
S00681,2026-03-01,North,Air,Furniture,445.4,65.2,81.9,3.33,2.4,0.93,574.59,0
S00682,2026-05-01,South,Air,Industrial,1108.1,12.9,14.8,7.0,5.52,1.48,580.55,0
S00683,2026-09-01,North,Air,Electronics,590.2,23.2,10.8,4.98,4.05,0.93,399.77,0
S00684,2026-10-01,East,Road,Grocery,611.8,8.7,8.9,5.79,4.27,1.51,230.68,0
S00685,2026-05-01,West,Road,Apparel,136.2,16.2,27.0,2.15,4.82,-2.67,200.03,1
S00686,2026-02-01,South,Road,Furniture,398.4,14.3,20.0,5.15,6.14,-0.98,159.95,1
S00687,2026-03-01,East,Road,Apparel,813.9,27.2,12.8,8.14,5.87,2.26,309.06,0
S00688,2026-02-01,Central,Road,Furniture,479.0,38.9,63.7,2.94,4.52,-1.57,291.18,1
S00689,2026-09-01,West,Rail,Apparel,105.9,38.3,59.6,4.52,4.76,-0.24,359.17,1
S00690,2026-07-01,East,Road,Grocery,393.2,11.6,13.5,6.06,4.73,1.33,256.64,0
S00691,2026-06-01,South,Air,Industrial,564.5,38.4,16.6,4.54,4.22,0.32,452.04,0
S00692,2026-09-01,Central,Sea,Apparel,365.1,19.5,23.2,8.41,5.67,2.74,209.51,0
S00693,2026-10-01,South,Road,Industrial,200.1,16.3,7.7,3.44,4.69,-1.25,130.72,1
S00694,2026-10-01,South,Air,Industrial,659.9,12.7,10.8,2.8,4.6,-1.8,341.23,1
S00695,2026-02-01,Central,Rail,Industrial,287.7,14.0,17.9,5.83,4.86,0.97,241.05,0
S00696,2026-08-01,East,Road,Electronics,508.6,62.3,104.6,3.12,6.25,-3.13,525.1,1
S00697,2026-11-01,West,Road,Furniture,386.2,24.5,22.1,4.33,5.08,-0.75,246.71,1
S00698,2026-10-01,East,Air,Electronics,280.0,22.5,36.1,2.3,3.25,-0.95,227.49,1
S00699,2026-04-01,West,Sea,Apparel,1183.3,16.9,28.6,9.68,8.8,0.88,311.79,0
S00700,2026-05-01,South,Rail,Industrial,257.9,98.5,42.3,6.08,5.72,0.36,571.23,0
S00701,2026-11-01,South,Sea,Furniture,408.1,46.9,34.5,7.1,6.38,0.72,278.54,0
S00702,2026-01-01,South,Sea,Grocery,385.4,12.6,17.5,5.97,6.38,-0.42,138.57,1
S00703,2026-07-01,North,Road,Apparel,438.2,16.8,24.5,5.64,4.21,1.42,198.22,0
S00704,2026-02-01,Central,Rail,Furniture,1130.7,17.5,16.6,11.67,7.43,4.24,282.66,0
S00705,2026-11-01,South,Road,Furniture,565.0,22.1,29.1,6.23,6.61,-0.37,300.18,1
S00706,2026-01-01,East,Sea,Grocery,278.0,12.7,16.0,5.7,5.38,0.32,144.21,0
S00707,2026-01-01,West,Road,Industrial,923.4,26.7,38.4,4.44,6.49,-2.05,412.39,1
S00708,2026-04-01,West,Road,Apparel,627.3,51.6,72.6,4.45,5.26,-0.81,472.39,1
S00709,2026-03-01,East,Air,Electronics,281.9,8.6,4.4,2.12,2.95,-0.83,240.35,1
S00710,2026-06-01,East,Road,Furniture,838.6,9.6,6.0,4.86,6.77,-1.91,256.36,1
S00711,2026-04-01,Central,Air,Industrial,135.0,14.7,8.6,1.45,1.95,-0.5,292.78,1
S00712,2026-05-01,West,Road,Apparel,167.0,15.1,25.8,6.19,4.64,1.55,167.69,0
S00713,2026-07-01,West,Sea,Apparel,99.6,73.6,123.6,6.94,6.8,0.13,470.48,0
S00714,2026-07-01,Central,Air,Electronics,62.7,38.5,58.4,1.08,2.2,-1.13,271.53,1
S00715,2026-12-01,West,Road,Industrial,802.3,37.1,20.9,4.22,6.05,-1.83,389.7,1
S00716,2026-06-01,South,Air,Apparel,441.8,16.9,20.4,5.1,4.21,0.89,244.35,0
S00717,2026-07-01,East,Road,Grocery,108.2,16.7,11.0,3.44,3.79,-0.35,183.1,1
S00718,2026-09-01,North,Rail,Industrial,378.7,7.8,7.2,2.59,5.66,-3.07,86.12,1
S00719,2026-03-01,West,Rail,Electronics,681.3,33.4,25.8,7.08,7.15,-0.07,321.3,1
S00720,2026-09-01,Central,Air,Grocery,225.4,27.6,43.1,3.01,1.74,1.27,252.45,0
S00721,2026-11-01,East,Road,Grocery,310.9,46.3,27.9,1.03,4.85,-3.82,342.05,1
S00722,2026-04-01,East,Road,Furniture,1217.0,17.5,22.8,5.55,7.22,-1.67,406.17,1
S00723,2026-03-01,North,Rail,Apparel,331.1,18.3,32.6,4.48,5.59,-1.11,294.43,1
S00724,2026-05-01,Central,Rail,Apparel,116.3,22.4,30.6,4.74,4.94,-0.2,169.11,1
S00725,2026-04-01,North,Road,Electronics,266.0,35.9,18.3,2.99,4.58,-1.58,287.74,1
S00726,2026-08-01,North,Road,Furniture,101.6,7.7,12.9,2.14,3.73,-1.59,107.39,1
S00727,2026-11-01,South,Road,Furniture,594.5,32.4,42.1,6.36,6.62,-0.26,324.01,1
S00728,2026-08-01,North,Air,Electronics,201.9,19.8,20.6,1.28,2.12,-0.85,215.01,1
S00729,2026-02-01,East,Road,Apparel,196.9,10.1,13.4,4.42,3.79,0.64,189.73,0
S00730,2026-04-01,East,Road,Industrial,1284.0,5.2,8.4,5.38,5.87,-0.49,313.7,1
S00731,2026-09-01,South,Sea,Electronics,152.4,18.4,19.6,4.13,6.49,-2.36,258.5,1
S00732,2026-04-01,North,Road,Apparel,130.3,51.5,58.9,4.21,3.55,0.65,383.79,0
S00733,2026-08-01,North,Air,Grocery,174.1,59.7,61.6,2.1,2.68,-0.58,405.72,1
S00734,2026-09-01,South,Road,Apparel,694.7,25.3,12.7,6.88,5.44,1.44,305.59,0
S00735,2026-04-01,North,Air,Apparel,545.6,71.9,108.0,2.15,3.19,-1.04,623.27,1
S00736,2026-08-01,West,Air,Grocery,263.4,19.5,11.3,1.64,3.57,-1.93,279.71,1
S00737,2026-05-01,South,Air,Electronics,246.1,37.3,35.5,4.58,3.07,1.52,287.0,0
S00738,2026-02-01,South,Road,Grocery,519.0,15.0,14.1,3.34,6.15,-2.81,194.48,1
S00739,2026-05-01,South,Road,Furniture,453.0,14.4,11.4,6.62,5.48,1.14,204.07,0
S00740,2026-06-01,South,Air,Grocery,346.2,12.9,12.5,4.81,3.85,0.97,273.61,0
S00741,2026-01-01,North,Road,Electronics,557.8,5.3,6.7,5.52,5.45,0.08,242.23,0
S00742,2026-11-01,North,Road,Industrial,164.8,46.4,38.8,2.5,4.53,-2.04,385.71,1
S00743,2026-07-01,Central,Road,Electronics,204.5,13.2,8.5,2.25,4.01,-1.77,191.29,1
S00744,2026-01-01,North,Sea,Furniture,576.6,11.9,19.3,5.84,6.39,-0.56,181.96,1
S00745,2026-11-01,East,Rail,Apparel,477.5,9.3,16.4,3.71,5.8,-2.09,205.38,1
S00746,2026-11-01,East,Rail,Furniture,396.9,17.6,18.3,3.9,6.12,-2.22,167.12,1
S00747,2026-01-01,South,Air,Electronics,1256.5,63.2,54.2,6.5,5.88,0.62,737.61,0
S00748,2026-02-01,East,Road,Electronics,637.2,78.3,36.5,5.78,5.58,0.2,579.87,0
S00749,2026-05-01,West,Road,Grocery,269.3,6.8,3.1,2.94,4.75,-1.82,116.29,1
S00750,2026-07-01,Central,Road,Electronics,218.5,16.0,15.2,4.15,3.96,0.2,190.2,0
S00751,2026-09-01,South,Rail,Apparel,492.4,10.3,17.5,6.54,6.16,0.37,188.38,0
S00752,2026-06-01,South,Road,Furniture,800.8,38.2,54.3,7.91,5.8,2.11,435.41,0
S00753,2026-08-01,South,Air,Industrial,87.8,24.2,21.5,3.16,3.4,-0.25,256.31,1
S00754,2026-01-01,East,Air,Electronics,469.4,13.3,23.3,4.23,4.09,0.14,328.43,0
S00755,2026-08-01,West,Road,Industrial,307.2,21.1,21.1,4.95,4.16,0.79,242.68,0
S00756,2026-11-01,South,Rail,Furniture,441.7,14.7,11.6,7.05,6.71,0.34,178.79,0
S00757,2026-07-01,South,Road,Industrial,122.4,57.4,57.2,2.53,5.38,-2.85,396.78,1
S00758,2026-06-01,Central,Sea,Furniture,800.5,28.7,20.0,6.37,7.52,-1.15,257.91,1
S00759,2026-04-01,North,Sea,Furniture,935.7,31.0,50.9,7.05,7.59,-0.54,316.79,1
S00760,2026-12-01,East,Sea,Grocery,600.6,5.0,4.5,6.16,6.7,-0.53,236.18,1
S00761,2026-01-01,West,Road,Furniture,1052.1,19.2,25.4,6.98,7.16,-0.19,371.36,1
S00762,2026-04-01,North,Road,Industrial,296.4,77.8,73.5,4.52,4.55,-0.03,544.32,1
S00763,2026-02-01,North,Road,Electronics,462.1,47.6,79.1,4.67,4.93,-0.26,401.8,1
S00764,2026-11-01,North,Road,Apparel,606.3,6.0,7.9,4.36,5.19,-0.83,247.94,1
S00765,2026-06-01,Central,Road,Electronics,496.7,16.4,17.8,3.16,4.24,-1.08,273.05,1
S00766,2026-12-01,North,Road,Industrial,324.1,9.2,5.4,5.17,4.71,0.46,200.61,0
S00767,2026-08-01,South,Sea,Apparel,348.8,61.1,101.6,6.81,7.3,-0.5,456.81,1
S00768,2026-07-01,North,Road,Furniture,884.1,23.5,27.4,4.08,6.16,-2.07,391.85,1
S00769,2026-07-01,North,Road,Industrial,383.3,12.2,9.7,3.72,4.72,-1.0,245.69,1
S00770,2026-03-01,West,Air,Industrial,772.5,20.5,33.5,1.87,5.59,-3.72,447.72,1
S00771,2026-07-01,South,Rail,Electronics,369.8,5.0,2.4,5.67,6.02,-0.34,131.55,1
S00772,2026-09-01,East,Air,Furniture,769.7,9.9,8.3,3.49,5.08,-1.59,401.58,1
S00773,2026-12-01,East,Rail,Industrial,411.6,20.6,23.7,4.43,5.48,-1.05,194.61,1
S00774,2026-07-01,Central,Air,Electronics,574.6,34.8,30.5,4.68,3.95,0.73,410.51,0
S00775,2026-12-01,North,Rail,Furniture,239.3,5.7,6.1,2.92,5.68,-2.76,124.99,1
S00776,2026-12-01,Central,Road,Apparel,461.4,15.7,12.1,4.86,4.54,0.33,171.71,0
S00777,2026-07-01,West,Rail,Furniture,242.0,38.7,22.5,7.71,6.5,1.2,317.1,0
S00778,2026-06-01,North,Road,Grocery,291.3,7.8,3.5,5.06,4.64,0.41,126.56,0
S00779,2026-02-01,West,Road,Apparel,308.4,23.3,14.5,4.32,4.62,-0.3,224.76,1
S00780,2026-04-01,Central,Road,Electronics,344.7,21.0,36.4,2.24,4.17,-1.93,246.19,1
S00781,2026-11-01,South,Road,Electronics,715.1,61.2,73.8,4.08,7.05,-2.97,530.9,1
S00782,2026-02-01,Central,Air,Electronics,283.3,17.3,18.8,1.37,3.05,-1.68,241.65,1
S00783,2026-05-01,East,Road,Grocery,430.6,18.0,16.9,3.54,4.57,-1.03,238.63,1
S00784,2026-09-01,East,Road,Apparel,771.2,35.0,48.7,4.44,5.97,-1.53,400.84,1
S00785,2026-03-01,Central,Road,Electronics,567.0,8.5,5.1,3.87,5.08,-1.21,198.38,1
S00786,2026-12-01,South,Air,Furniture,89.6,17.4,13.7,2.32,2.9,-0.57,160.52,1
S00787,2026-08-01,West,Road,Furniture,119.5,14.9,19.7,4.44,5.71,-1.27,211.34,1
S00788,2026-01-01,South,Rail,Grocery,502.7,18.4,19.6,4.45,6.81,-2.36,149.77,1
S00789,2026-03-01,West,Air,Industrial,273.1,34.9,51.5,1.81,3.33,-1.52,346.82,1
S00790,2026-09-01,East,Road,Apparel,105.5,28.8,47.7,3.29,4.79,-1.5,237.91,1
S00791,2026-11-01,South,Air,Industrial,258.9,12.3,19.2,2.67,3.44,-0.76,238.47,1
S00792,2026-12-01,South,Road,Electronics,515.0,22.0,14.4,7.53,6.43,1.09,221.41,0
S00793,2026-11-01,South,Road,Furniture,305.9,52.9,27.9,4.94,4.52,0.42,366.68,0
S00794,2026-01-01,North,Rail,Industrial,403.3,11.7,7.5,2.8,5.29,-2.49,169.67,1
S00795,2026-09-01,North,Sea,Industrial,325.6,22.1,33.0,5.93,6.63,-0.7,257.93,1
S00796,2026-02-01,South,Road,Grocery,233.0,17.7,29.8,5.13,5.93,-0.8,225.6,1
S00797,2026-01-01,North,Rail,Grocery,455.5,19.3,32.7,4.81,5.28,-0.47,190.69,1
S00798,2026-09-01,North,Road,Apparel,95.7,7.0,5.7,1.65,3.42,-1.77,105.74,1
